smiles,pKa,source
NS(=O)(=O)c1cc(C(=O)NCCCO)c(Cl)cc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)NCCCO)c(NC2CCCCC2)cc1Cl,9.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)NCCCO)c(NCc2ccccc2)cc1Cl,9.7,chembl26.sdf.gz
CCCCNC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1Cl,8.8,chembl26.sdf.gz
COCCNC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1Cl,8.8,chembl26.sdf.gz
COC(=O)CCCNC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)N2CCOCC2)c(Cl)cc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)NC2CCCCC2)c(Cl)cc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)NCc2ccccc2)c(Cl)cc1Cl,8.8,chembl26.sdf.gz
CC(=O)OCCCNC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1Cl,8.7,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)NCCCC(=O)O)c(Cl)cc1Cl,8.9,chembl26.sdf.gz
CN1CCC=C(c2nc(N(C)C)no2)C1,7.24,chembl26.sdf.gz
C=Cc1noc(C2=CCCNC2)n1,8.23,chembl26.sdf.gz
Cc1noc(C2=CCCN(C)C2)n1,7.16,chembl26.sdf.gz
Cc1noc(C2=CCC(C)N(C)C2)n1,7.35,chembl26.sdf.gz
Cc1noc(C2=CCCNC2)n1,8.24,chembl26.sdf.gz
CN(C)c1noc(C2=CCCNC2)n1,8.58,chembl26.sdf.gz
FCCc1noc(C2=CCCNC2)n1,8.29,chembl26.sdf.gz
Cc1noc(C2=CC(C)CN(C)C2)n1,7.34,chembl26.sdf.gz
Cc1noc(C2=CCC(C)NC2)n1,8.2,chembl26.sdf.gz
Cc1noc(C2=CC(C)CNC2)n1,8.17,chembl26.sdf.gz
Nc1noc(C2=CCCNC2)n1,8.25,chembl26.sdf.gz
NCCCCCOC[C@H]1O[C@@H](OCCc2c[nH]c3ccccc23)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccc(Cl)nc1,0.5,chembl26.sdf.gz
NCCCCCOC[C@H]1O[C@@H](OCCc2c[nH]c3ccccc23)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccn1,5.2,chembl26.sdf.gz
NCCCCCOC[C@H]1O[C@@H](OCCc2c[nH]c3ccccc23)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1cnccn1,0.7,chembl26.sdf.gz
NCCCCCOC[C@H]1O[C@@H](OCCc2c[nH]c3ccccc23)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccncc1,5.2,chembl26.sdf.gz
NCCCCCOC[C@H]1O[C@@H](OCCc2c[nH]c3ccccc23)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1c[nH]cn1,7.2,chembl26.sdf.gz
NCCCCCOC[C@H]1O[C@@H](OCCc2c[nH]c3ccccc23)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1cccnc1,5.2,chembl26.sdf.gz
Cc1ccc(CO[C@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCCc3c[nH]c4ccccc34)O[C@@H]2COCCCCCN)cn1,6.1,chembl26.sdf.gz
CCCCCCCCCCCC(=O)NCCCC[C@H](N)C(=O)OC.Cl,8.2,chembl26.sdf.gz
CCCCCCCCCCCCCC(=O)NCCCC[C@H](N)C(=O)OC.Cl,7.8,chembl26.sdf.gz
COc1ccc(CN(CC(=O)NC(C)C)C(=O)CCCCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-],8.5,chembl26.sdf.gz
C[n+]1ccc(/C=N/O)cc1.[I-],8.6,chembl26.sdf.gz
C=CCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)cc([N+](=O)[O-])c1O,7.8,chembl26.sdf.gz
CCc1nc2c(C)cc(C)nc2n1Cc1cc(Br)c(O)c(Br)c1,7.2,chembl26.sdf.gz
CCc1nc2c(C)cc(C)nc2n1Cc1cc(I)c(O)c(C(=O)OC)c1,10.5,chembl26.sdf.gz
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(O)c([N+](=O)[O-])c1,8.1,chembl26.sdf.gz
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(O)cc1,10.9,chembl26.sdf.gz
CCc1nc2c(C)cc(C)nc2n1Cc1cc(I)c(O)c(I)c1,7.2,chembl26.sdf.gz
CCc1nc2c(C)cc(C)nc2n1Cc1cc(I)c(O)c([N+](=O)[O-])c1,6.8,chembl26.sdf.gz
O=C1Nc2c(Cl)cccc2C1=O,9.44,chembl26.sdf.gz
Oc1n[nH]c2ccccc12,8.16,chembl26.sdf.gz
Oc1n[nH]c2cccc(Cl)c12,7.51,chembl26.sdf.gz
Oc1n[nH]c2cccc(Br)c12,7.51,chembl26.sdf.gz
Oc1n[nH]c2ccc(Cl)cc12,7.53,chembl26.sdf.gz
Oc1n[nH]c2cc(Cl)ccc12,7.59,chembl26.sdf.gz
Oc1n[nH]c2cc(F)ccc12,7.84,chembl26.sdf.gz
O=[N+]([O-])c1ccc2c(O)[nH]nc2c1,6.52,chembl26.sdf.gz
Oc1n[nH]c2c(Cl)cccc12,7.28,chembl26.sdf.gz
O=C(O)CCCCc1cc(=O)oc2c(CN3CCOCC3)c(O)ccc12,7.8,chembl26.sdf.gz
O=C(O)CCCCc1cc(=O)oc2c(CN3CCCC3)c(O)ccc12,6.7,chembl26.sdf.gz
CCN(CC)Cc1c(O)ccc2c(CCCCC(=O)O)cc(=O)oc12,6.6,chembl26.sdf.gz
O=C(O)CCCCc1cc(=O)oc2c(CN3CCCCC3)c(O)ccc12,6.6,chembl26.sdf.gz
O=C(O)CCCCc1cc(=O)oc2cc(O)ccc12,7.8,chembl26.sdf.gz
c1c[nH]nn1,9.26,chembl26.sdf.gz
c1ccc(-c2c[nH]cn2)cc1,13.42,chembl26.sdf.gz
c1ccc(-c2cnn[nH]2)cc1,8.62,chembl26.sdf.gz
c1ccc2[nH]nnc2c1,8.6,chembl26.sdf.gz
c1nc[nH]n1,10.26,chembl26.sdf.gz
c1ccc(-c2nc[nH]n2)cc1,9.29,chembl26.sdf.gz
c1nnn[nH]1,4.79,chembl26.sdf.gz
c1ccc(-c2nnn[nH]2)cc1,4.53,chembl26.sdf.gz
c1cncc(-c2cnn[nH]2)c1,8.14,chembl26.sdf.gz
c1cc(-c2cnn[nH]2)ccn1,7.85,chembl26.sdf.gz
Cc1[nH]nnc1-c1ccccc1,9.11,chembl26.sdf.gz
Clc1ccccc1-c1cnn[nH]1,8.5,chembl26.sdf.gz
Clc1cccc(-c2c[nH]nn2)c1,8.32,chembl26.sdf.gz
Clc1cccc(-c2c[nH]nn2)c1Cl,8.06,chembl26.sdf.gz
Clc1ccc(Cl)c(-c2c[nH]nn2)c1,8.17,chembl26.sdf.gz
COc1ccccc1-c1c[nH]nn1,8.99,chembl26.sdf.gz
Fc1cc(-c2c[nH]nn2)ccn1,7.59,chembl26.sdf.gz
Clc1cc(-c2c[nH]nn2)ccn1,7.6,chembl26.sdf.gz
Fc1cccc(-c2c[nH]nn2)c1,8.38,chembl26.sdf.gz
Clc1ccc(-c2c[nH]nn2)cc1,8.46,chembl26.sdf.gz
CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CC2CCC1C2)c1ccccc1,10.1,chembl26.sdf.gz
CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CCCC1)c1ccccc1,9.4,chembl26.sdf.gz
CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CC(F)C1)c1ccccc1,7.1,chembl26.sdf.gz
CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1C[C@H]2C[C@@H]1CO2)c1ccccc1,8.0,chembl26.sdf.gz
CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CCOCC1)c1ccccc1,7.1,chembl26.sdf.gz
CC(=O)N1CCN(CCC[C@@]2(c3ccccc3)CC(c3cc(F)ccc3F)=NN2C(C)=O)CC1,6.7,chembl26.sdf.gz
COc1cc(-c2noc3c2CCCC3Nc2ccc(F)cc2)ccc1-n1cnc(C)c1,5.33,chembl26.sdf.gz
COc1cc(-c2noc3c2CCCC3NCc2ccc(F)cc2)ccc1-n1cnc(C)c1,7.08,chembl26.sdf.gz
CNC1CCCc2c(-c3ccc(-n4cnc(C)c4)c(OC)c3)noc21,8.1,chembl26.sdf.gz
COc1cc(-c2noc3c2CCCC3NCC(F)(F)F)ccc1-n1cnc(C)c1,5.42,chembl26.sdf.gz
COc1cc(-c2noc3c2CCCC3NC2CCCCC2)ccc1-n1cnc(C)c1,8.42,chembl26.sdf.gz
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,8.92,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNCCCN(C)C)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,8.88,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCO)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,9.18,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNCC(C)(C)CO)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,9.72,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNCC(O)CO)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,9.02,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCN(C)C(=O)CN)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,8.1,chembl26.sdf.gz
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(N)C(C)C(OC(=O)O)C1(C)OC(=O)O,9.21,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(CCCN(C)C)C(=O)CN)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,8.74,chembl26.sdf.gz
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,9.45,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(CCCN(C)C)C(=O)[C@H](C)N)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,8.78,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCCN(C)C)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,8.43,chembl26.sdf.gz
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@H](N)[C@H](C)[C@@H](O)[C@]1(C)O,9.95,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCC2)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,9.54,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNC2C(O)CCCC2O)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,9.31,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCN(C)C(=O)[C@H](C)N)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,8.13,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCN(C)C)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,8.19,chembl26.sdf.gz
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,9.56,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCNCCO)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,9.62,chembl26.sdf.gz
CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(C)CCCN(C)C(=O)[C@H](C)N)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1C,8.53,chembl26.sdf.gz
Oc1cccc2cccnc12,5.14,chembl26.sdf.gz
Oc1ccc(Cl)c2cccnc12,3.8,chembl26.sdf.gz
O=[N+]([O-])c1ccc(O)c2ncccc12,3.68,chembl26.sdf.gz
Cc1ccc(O)c2ncccc12,5.25,chembl26.sdf.gz
COc1ccc(O)c2ncccc12,4.84,chembl26.sdf.gz
CN(C)Cc1ccc(O)c2ncccc12,4.47,chembl26.sdf.gz
CCN(CC)Cc1ccc(O)c2ncccc12,4.48,chembl26.sdf.gz
OCc1ccc(O)c2ncccc12,4.93,chembl26.sdf.gz
N#CCc1ccc(O)c2ncccc12,4.3,chembl26.sdf.gz
COC(=O)Cc1ccc(O)c2ncccc12,4.72,chembl26.sdf.gz
CCOC(=O)Cc1ccc(O)c2ncccc12,4.72,chembl26.sdf.gz
Oc1ccc(I)c2cccnc12,4.43,chembl26.sdf.gz
COc1cc(Nc2c3ccccc3nc3cccnc23)ccc1NS(C)(=O)=O,7.19,chembl26.sdf.gz
COc1cc(Nc2c3ccccc3nc3ccncc23)ccc1NS(C)(=O)=O,5.84,chembl26.sdf.gz
COc1cc(Nc2c3ccccc3nc3cnccc23)ccc1NS(C)(=O)=O,5.53,chembl26.sdf.gz
COc1cc(Nc2c3ccccc3nc3ncccc23)ccc1NS(C)(=O)=O,6.09,chembl26.sdf.gz
COc1cc(Nc2c3ccccc3nc3cccc([N+](=O)[O-])c23)ccc1NS(C)(=O)=O,4.98,chembl26.sdf.gz
COc1cc(Nc2c3ccccc3nc3ccc([N+](=O)[O-])cc23)ccc1NS(C)(=O)=O,5.63,chembl26.sdf.gz
COc1cc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)ccc1NS(C)(=O)=O,5.72,chembl26.sdf.gz
COc1cc(Nc2c3ccccc3nc3c([N+](=O)[O-])cccc23)ccc1NS(C)(=O)=O,5.05,chembl26.sdf.gz
Oc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341,8.66,chembl26.sdf.gz
CC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,9.55,chembl26.sdf.gz
CC(C)(C)[C@H]1CC[C@H](CC2=C(O)C(=O)c3ccccc3C2=O)CC1,5.7,chembl26.sdf.gz
CC(C)(C)C1CCC(CC2=C(OCOP(=O)(O)O)C(=O)c3ccccc3C2=O)CC1,2.28,chembl26.sdf.gz
CC(C)(C)C1CCC(CC2=C(OP(=O)(O)O)C(=O)c3ccccc3C2=O)CC1,2.68,chembl26.sdf.gz
Cn1cnc2ccc([N+](=O)[O-])cc21,3.35,chembl26.sdf.gz
Cn1cnc2cc([N+](=O)[O-])ccc21,3.28,chembl26.sdf.gz
Cn1cnc2cc([N+](=O)[O-])c([N+](=O)[O-])cc21,1.6,chembl26.sdf.gz
O=C(O)Cc1ccc(S)cc1,6.6,chembl26.sdf.gz
C[N+](C)(C)Cc1ccc(S)cc1,5.5,chembl26.sdf.gz
O=S(=O)(O)c1ccc(S)cc1,5.7,chembl26.sdf.gz
O=C(O)c1ccc(S)cc1,5.95,chembl26.sdf.gz
O=P(O)(O)Cc1ccc(S)cc1,6.6,chembl26.sdf.gz
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,8.7,chembl26.sdf.gz
C1CCNC1,11.27,chembl26.sdf.gz
C1CCNCC1,11.2,chembl26.sdf.gz
C1CNC1,10.7,chembl26.sdf.gz
C1CNCCN1,9.8,chembl26.sdf.gz
C1COCCN1,8.4,chembl26.sdf.gz
c1cocn1,0.8,chembl26.sdf.gz
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Nn2cnc3ccccc32)c(SC2CCCCC2)cc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Nn2cnc3ccccc32)c(Sc2ccccc2)cc1Cl,8.8,chembl26.sdf.gz
Cc1cc2ncn(CC(=O)c3cc(S(N)(=O)=O)c(Cl)cc3Sc3ccccc3)c2cc1C,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Cn2cnc3ccccc32)c(SCCc2ccccc2)cc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Nn2cnc3ccccc32)c(Cl)cc1Cl,8.3,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Cn2ccnc2)c(Cl)cc1Cl,8.3,chembl26.sdf.gz
Cc1cc2ncn(CC(=O)c3cc(S(N)(=O)=O)c(Cl)cc3Cl)c2cc1C,8.3,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Cn2cnc3ccccc32)c(Cl)cc1Cl,8.3,chembl26.sdf.gz
CCc1nc2ccccc2n1CC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,8.8,chembl26.sdf.gz
Cc1nc2ccccc2n1CC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)CN2CCCc3ccccc32)ccc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)CN2CCc3ccccc32)ccc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Cn2cnc(-c3ccccc3)c2-c2ccccc2)ccc1Cl,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Cn2ccnc2-c2ccccc2)ccc1Cl,8.8,chembl26.sdf.gz
CCc1nccn1CC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Cn2ccnc2)ccc1Cl,8.8,chembl26.sdf.gz
Cc1cc2ncn(CC(=O)c3ccc(Cl)c(S(N)(=O)=O)c3)c2cc1C,8.8,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)Cn2cnc3ccccc32)ccc1Cl,8.8,chembl26.sdf.gz
COc1ccc(C([N+](=O)[O-])[N+](=O)[O-])cc1,3.9,chembl26.sdf.gz
O=[N+]([O-])C(c1ccccc1)[N+](=O)[O-],3.77,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)CC(c2ccccc2)NC1=O,6.5,chembl26.sdf.gz
O=C(NC1CCCCC1)C1=C(O)CC(Cc2ccccc2)NC1=O,6.5,chembl26.sdf.gz
O=C(Nc1ccc(C(F)(F)F)nc1)C1=C(O)CC(Cc2ccccc2)NC1=O,6.5,chembl26.sdf.gz
O=C(Nc1ccc(-n2ccnc2)cc1)C1=C(O)CC(Cc2ccccc2)NC1=O,6.5,chembl26.sdf.gz
O=C(Nc1ccc(N2CCCCC2)cc1)C1=C(O)CC(Cc2ccccc2)NC1=O,6.5,chembl26.sdf.gz
O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C1=C(O)CC(Cc2ccccc2)NC1=O,6.5,chembl26.sdf.gz
O=C(Nc1ccc(Nc2ccccc2)cc1)C1=C(O)CC(Cc2ccccc2)NC1=O,6.5,chembl26.sdf.gz
O=C(Nc1ccc(Oc2ccccc2)cc1)C1=C(O)CC(Cc2ccccc2)NC1=O,6.5,chembl26.sdf.gz
CC(C)CC1CC(O)=C(C(=O)Nc2ccc(C3CCCCC3)cc2)C(=O)N1,6.5,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)CC(C2CCCCC2)NC1=O,6.5,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)CC(Cc2ccccc2)NC1=O,6.5,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)C[C@H](c2ccccc2)NC1=O,6.5,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)C[C@@H](c2ccccc2)NC1=O,6.5,chembl26.sdf.gz
CCCCCCOc1ccc(NC(=O)C2=C(O)C(Cc3ccccc3)NC2=O)cc1,3.0,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)CN(Cc2ccccc2)C1=O,3.0,chembl26.sdf.gz
O=C(NC1CCCCC1)C1=C(O)C(CCc2ccccc2)NC1=O,3.0,chembl26.sdf.gz
O=C(Nc1ccc(F)cc1)C1=C(O)C(CCc2ccccc2)NC1=O,3.0,chembl26.sdf.gz
O=C(Nc1ccc(N2CCCCC2)cc1)C1=C(O)C(CCc2ccccc2)NC1=O,3.0,chembl26.sdf.gz
O=C(Nc1ccc(-c2ccccc2)cc1)C1=C(O)C(CCc2ccccc2)NC1=O,3.0,chembl26.sdf.gz
COCC1NC(=O)C(C(=O)Nc2ccc(C3CCCCC3)cc2)=C1O,3.0,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)C(Cc2ncc[nH]2)NC1=O,3.0,chembl26.sdf.gz
CC(C)CC1NC(=O)C(C(=O)Nc2ccc(C3CCCCC3)cc2)=C1O,3.0,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)C(CCc2ccccc2)NC1=O,3.0,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)C(c2ccccc2)NC1=O,3.0,chembl26.sdf.gz
O=C1NCC(O)=C1C(=O)Nc1ccc(C2CCCCC2)cc1,3.0,chembl26.sdf.gz
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)C(Cc2ccccc2)NC1=O,3.0,chembl26.sdf.gz
CO[C@H]1C(=O)N2C(C(=O)c3ccccc3)=C(CSc3nnnn3C)C(Sc3nnnn3C)S(=O)(=O)[C@H]12,3.5,chembl26.sdf.gz
CO[C@H]1C(=O)N2C(C(=O)C(C)(C)C)=C(CSc3nnnn3C)C(Sc3nnnn3C)S(=O)(=O)[C@H]12,6.0,chembl26.sdf.gz
CO[C@H]1C(=O)N2C(C(=O)c3ccccc3)=C(C)C(Sc3nnnn3C)S(=O)(=O)[C@H]12,4.8,chembl26.sdf.gz
CO[C@H]1C(=O)N2C(C(=O)C(C)(C)C)=C(C)C(Sc3nc(=O)c(=O)[nH]n3C)S(=O)(=O)[C@H]12,8.9,chembl26.sdf.gz
CO[C@H]1C(=O)N2C(C(=O)C(C)(C)C)=C(CSc3nnc(C)s3)C(Sc3nnc(C)s3)S(=O)(=O)[C@H]12,5.8,chembl26.sdf.gz
CO[C@H]1C(=O)N2C(C(=O)c3ccccc3)=C(C)C(Sc3nc(=O)c(=O)[nH]n3C)S(=O)(=O)[C@H]12,5.7,chembl26.sdf.gz
N[C@@H](CS)C(=O)O,8.3,chembl26.sdf.gz
Sc1ccccc1,6.6,chembl26.sdf.gz
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,4.4,chembl26.sdf.gz
Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1,5.5,chembl26.sdf.gz
c1cc([C@H]2CC[C@]3(CC2)OO[C@]2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,6.81,chembl26.sdf.gz
c1cc(C2CCC3(CC2)CCC2(OO3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,6.81,chembl26.sdf.gz
c1cc([C@H]2CC[C@@]3(CC2)C[C@@]2(OO3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,6.82,chembl26.sdf.gz
c1cc(C2CCC3(CC2)CCC2(OC3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,6.82,chembl26.sdf.gz
CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,9.05,chembl26.sdf.gz
CC(C)(N)CNC(=O)C[C@H]1CC[C@@]2(CC1)C[C@@]1(OO2)C2CC3CC(C2)CC1C3,9.05,chembl26.sdf.gz
CC(C)(N)CNC(=O)CC1CCC2(CC1)COC1(OO2)C2CC3CC(C2)CC1C3,9.05,chembl26.sdf.gz
CC(C)(N)CNC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,9.05,chembl26.sdf.gz
Oc1n[nH]c(SCc2ccccc2)n1,6.03,chembl26.sdf.gz
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1.Cl,8.4,chembl26.sdf.gz
CC[C@H](C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCCN2)cc(S(C)(=O)=O)n1.Cl,9.4,chembl26.sdf.gz
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCCN2)c1.Cl,9.6,chembl26.sdf.gz
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCC2CCCCC2)CN1.Cl,8.2,chembl26.sdf.gz
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CC[C@@H](OCC2CCCCC2)CN1.Cl,8.6,chembl26.sdf.gz
