smiles,pKa,source
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1nc(CN)cs1,7.4,chembl26.sdf.gz
Cc1nc(N)ncc1CNC(=O)Cn1c(C)cnc(NCCc2ccccc2)c1=O,4.2,chembl26.sdf.gz
CN(C)CCCCN1C=Nc2cccc3cccc1c23,5.3,chembl26.sdf.gz
CN(C)CCNC(=O)C1=Nc2cccc3cccc(c23)N1,1.74,chembl26.sdf.gz
CN(C)CCCN1C=Nc2cccc3cccc1c23,5.1,chembl26.sdf.gz
CN(C)CCN1C=Nc2cccc3cccc1c23,4.64,chembl26.sdf.gz
CN(C)CCSC1=Nc2cccc3cccc(c23)N1,2.66,chembl26.sdf.gz
CC(OC[n+]1ccn(C)c1/C=N/O)C1CCCCC1.[Cl-],8.05,chembl26.sdf.gz
CC(C)CCOC[n+]1ccn(C)c1/C=N/O.[Cl-],8.06,chembl26.sdf.gz
Cn1cc[n+](COC2CCCCC2)c1/C=N/O.[Cl-],8.01,chembl26.sdf.gz
Cn1cc[n+](COC[n+]2ccccc2/C=N/O)c1/C=N/O.[Cl-].[Cl-],7.56,chembl26.sdf.gz
CCC(C)C(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],7.97,chembl26.sdf.gz
Cn1cc[n+](COC(C)(C)C(C)(C)C)c1/C=N/O.[Cl-],8.02,chembl26.sdf.gz
Cn1cc[n+](COCC2CC2)c1/C=N/O.[Cl-],8.01,chembl26.sdf.gz
CCCC(OC[n+]1ccn(C)c1/C=N/O)C1CCCC1.[Cl-],7.97,chembl26.sdf.gz
CCC(C)C(=O)OC[n+]1ccn(C)c1/C=N/O.[Cl-],8.24,chembl26.sdf.gz
Cn1cc[n+](COC2CCCCCCCCCCC2)c1/C=N/O.[Cl-],8.03,chembl26.sdf.gz
CC(CC(C)(C)C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],8.0,chembl26.sdf.gz
COC[n+]1c(/C=N/O)n(C)c2ccccc21.[Cl-],7.33,chembl26.sdf.gz
Cn1cc[n+](COC(=O)C(C)(C)C)c1/C=N/O.[Cl-],8.3,chembl26.sdf.gz
Cn1cc[n+](COC2CCCCCCC2)c1/C=N/O.[Cl-],8.03,chembl26.sdf.gz
Cn1cc[n+](COCC2CCCc3ccccc32)c1/C=N/O.[Cl-],8.13,chembl26.sdf.gz
Cn1cc[n+](COC2CCC2)c1/C=N/O.[Cl-],7.99,chembl26.sdf.gz
Cn1cc[n+](COC[n+]2ccn(C)c2/C=N/O)c1/C=N/O,7.71,chembl26.sdf.gz
Cn1cc[n+](CCCC[n+]2ccn(C)c2/C=N/O)c1/C=N/O,8.02,chembl26.sdf.gz
O/N=C\c1cccc[n+]1COCCOC[n+]1ccccc1/C=N/O.[Cl-].[Cl-],8.02,chembl26.sdf.gz
Cn1cc[n+](COC2CCCC2)c1/C=N/O.[Cl-],8.04,chembl26.sdf.gz
Cn1cc[n+](COCC2CCCCC2)c1/C=N/O.[Cl-],8.03,chembl26.sdf.gz
CCCC(=O)OC[n+]1ccn(C)c1/C=N/O.[Cl-],8.13,chembl26.sdf.gz
CCOC[n+]1ccn(C)c1/C=N/O.[Cl-],8.07,chembl26.sdf.gz
Cn1cc[n+](COC(=O)c2ccc3ccccc3c2)c1/C=N/O.[Cl-],8.21,chembl26.sdf.gz
Cn1c(/C=N/O)[n+](C)c2ccccc21.[Cl-],7.54,chembl26.sdf.gz
CCCCCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],8.03,chembl26.sdf.gz
Cn1cc[n+](COC2CCCCCC2)c1/C=N/O.[Cl-],8.03,chembl26.sdf.gz
CCCC(CC)OC[n+]1ccn(C)c1/C=N/O.[Cl-],7.97,chembl26.sdf.gz
Cn1cc[n+](CCC[n+]2ccn(C)c2/C=N/O)c1/C=N/O,8.13,chembl26.sdf.gz
CCCC(C)OC[n+]1ccn(C)c1/C=N/O.[Cl-],8.02,chembl26.sdf.gz
CCC(OC[n+]1ccn(C)c1/C=N/O)C(C)(C)C.[Cl-],7.94,chembl26.sdf.gz
CN(C)C(=O)CN1CCC(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1,7.5,chembl26.sdf.gz
Cc1noc(C)c1CN1CCC(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1,7.9,chembl26.sdf.gz
Cn1cnc2c(C#N)nc(-c3ccc(OCCC4CCN(Cc5ncco5)CC4)c(C(F)(F)F)c3)cc21,6.3,chembl26.sdf.gz
Cc1nnc(CN2CCC(CCOc3ccc(-c4cc5c(ncn5C)c(C#N)n4)cc3C(F)(F)F)CC2)o1,5.6,chembl26.sdf.gz
Cc1noc(CN2CCC(CCOc3ccc(-c4cc5c(ncn5C)c(C#N)n4)cc3C(F)(F)F)CC2)n1,5.3,chembl26.sdf.gz
O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,6.58,chembl26.sdf.gz
O=c1[nH]c2c(O)ccc(CCNCCCSCCOCCc3ccccc3)c2s1,10.19,chembl26.sdf.gz
O=S(=O)(CCCNCCc1ccc(O)c2nc(O)sc12)CCOCCc1ccccc1,9.07,chembl26.sdf.gz
Oc1nc2c(O)ccc(CCNCCCOCCOCCc3ccccc3)c2s1,9.23,chembl26.sdf.gz
O=C(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2nc(O)sc12,8.75,chembl26.sdf.gz
Oc1nc2c(O)ccc(CCNCCOCCCOCCc3ccccc3)c2s1,8.68,chembl26.sdf.gz
O=S(=O)(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2nc(O)sc12,8.58,chembl26.sdf.gz
CCc1ccc(-n2c(Cl)cc3[nH]c(=O)c(-c4ccccc4)c(O)c32)cc1,6.0,chembl26.sdf.gz
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)F)C(=O)NC1(C#N)CC1,2.7,chembl26.sdf.gz
C[C@@H]1CN(Cc2ccccc2)c2cncc(F)c2[C@H](C)N1C(=O)Nc1cccnc1,3.8,chembl26.sdf.gz
CC(C)CCN1C[C@@H](C)N(C(=O)Nc2cccnc2)[C@@H](C)c2ccncc21,4.4,chembl26.sdf.gz
O=C1NC(=O)/C(=C/c2ccc(-c3ccc(F)cc3O)o2)S1,8.4,chembl26.sdf.gz
O=C1NC(=O)/C(=C/c2ccc(-c3cc(C(=O)O)ccc3O)o2)S1,8.6,chembl26.sdf.gz
Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,9.7,chembl26.sdf.gz
O=C1NC(=O)/C(=C/c2ccc(-c3cc(OC(F)(F)F)ccc3O)o2)S1,8.7,chembl26.sdf.gz
N#Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,7.3,chembl26.sdf.gz
O=C1NC(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3O)o2)S1,8.9,chembl26.sdf.gz
O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)ccc3O)o2)S1,9.1,chembl26.sdf.gz
COC(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c(O)c1,8.7,chembl26.sdf.gz
O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3O)o2)S1,8.7,chembl26.sdf.gz
O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3O)o2)S1,9.5,chembl26.sdf.gz
c1c(N2CCCCCC2)nc(C2CC2)nc1N1CCC1,7.4,chembl26.sdf.gz
CC1CN(c2cc(N3CCCCCC3)nc(C3CC3)n2)C1,7.5,chembl26.sdf.gz
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(F)C1,6.6,chembl26.sdf.gz
FC1CN(c2cc(N3CCCCCC3)nc(C3CC3)n2)C1,6.9,chembl26.sdf.gz
COC1CN(c2nc(C3CC3)nc(N3CCCCCC3)c2C)C1,6.8,chembl26.sdf.gz
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(Br)C1,6.1,chembl26.sdf.gz
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(O)C1,7.0,chembl26.sdf.gz
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(C)(C)C1,7.0,chembl26.sdf.gz
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CC(C)C1,8.0,chembl26.sdf.gz
Cc1c(N2CCCCCC2)nc(C2CC2)nc1N1CCC1,7.1,chembl26.sdf.gz
CN1C2CCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,9.4,chembl26.sdf.gz
CN1C2COCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,7.1,chembl26.sdf.gz
COC(=O)N(C)COC(=O)[C@@H](C)c1ccc2cc(OC)ccc2c1,4.2,chembl26.sdf.gz
CCOC(=O)c1ccc(N(COC(=O)[C@@H](C)c2ccc3cc(OC)ccc3c2)C(=O)OC)cc1,4.2,chembl26.sdf.gz
COC(=O)N(COC(=O)[C@@H](C)c1ccc2cc(OC)ccc2c1)c1ccc(OC)cc1,4.2,chembl26.sdf.gz
COC(=O)N(COC(=O)[C@@H](C)c1ccc2cc(OC)ccc2c1)c1ccccc1,4.2,chembl26.sdf.gz
COC(=O)N(C)COC(=O)C(C)c1ccc(CC(C)C)cc1,4.41,chembl26.sdf.gz
COC(=O)N(C)COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,4.5,chembl26.sdf.gz
CCCCCCN(Cc1nnn[nH]1)c1ccccc1,4.78,chembl26.sdf.gz
CCCCCCCCN(Cc1nnn[nH]1)c1ccccc1,4.83,chembl26.sdf.gz
CCCCCCCCCCN(Cc1nnn[nH]1)c1ccccc1,4.87,chembl26.sdf.gz
CCCCCCCCCCCCN(Cc1nnn[nH]1)c1ccccc1,4.92,chembl26.sdf.gz
Clc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)c(Cl)c1,4.54,chembl26.sdf.gz
Clc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)cc1Cl,4.49,chembl26.sdf.gz
Fc1ccccc1CN(Cc1nnn[nH]1)c1ccccc1,4.22,chembl26.sdf.gz
Fc1cccc(CN(Cc2nnn[nH]2)c2ccccc2)c1,4.19,chembl26.sdf.gz
Fc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)c(F)c1,4.13,chembl26.sdf.gz
Fc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)cc1,4.2,chembl26.sdf.gz
Clc1ccccc1CN(Cc1nnn[nH]1)c1ccccc1,4.34,chembl26.sdf.gz
Clc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)cc1,4.38,chembl26.sdf.gz
Cc1ccc(N(Cc2nnn[nH]2)Cc2ccc(Cl)cc2Cl)cc1,4.26,chembl26.sdf.gz
Cc1ccc(N(Cc2nnn[nH]2)Cc2ccc(F)cc2F)cc1,4.23,chembl26.sdf.gz
COc1ccc(N(Cc2nnn[nH]2)Cc2ccc(F)cc2F)cc1,4.31,chembl26.sdf.gz
COc1ccc(N(Cc2nnn[nH]2)Cc2ccc(Cl)cc2Cl)cc1,4.29,chembl26.sdf.gz
Cc1ccccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1CO,8.9,chembl26.sdf.gz
Cc1ccccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1O,7.8,chembl26.sdf.gz
O[C@H]1C[C@H](CN2CC[C@H](c3ccc(F)cc3Cl)[C@@H](O)C2)Cc2cccnc21,7.4,chembl26.sdf.gz
O=C(O)Cc1c(-c2ccccc2)ccc2ccccc12,6.9,chembl26.sdf.gz
O=C(O)Cc1cc(-c2ccccc2)cc2ccccc12,6.7,chembl26.sdf.gz
O=C(O)Cc1ccc(-c2ccccc2)c2ccccc12,6.8,chembl26.sdf.gz
O=C(O)Cc1cccc2c(-c3ccccc3)cccc12,6.7,chembl26.sdf.gz
O=C(O)Cc1cccc2cc(-c3ccccc3)ccc12,6.9,chembl26.sdf.gz
O=C(O)Cc1cccc2ccc(-c3ccccc3)cc12,6.9,chembl26.sdf.gz
O=C(O)Cc1ccc2ccccc2c1-c1ccccc1,7.2,chembl26.sdf.gz
O=C(O)Cc1cc2ccccc2cc1-c1ccccc1,7.1,chembl26.sdf.gz
O=C(O)Cc1cc(-c2ccccc2)c2ccccc2c1,7.0,chembl26.sdf.gz
O=C(O)Cc1ccc2c(-c3ccccc3)cccc2c1,6.6,chembl26.sdf.gz
O=C(O)Cc1ccc2cc(-c3ccccc3)ccc2c1,6.6,chembl26.sdf.gz
O=C(O)Cc1ccc2ccc(-c3ccccc3)cc2c1,6.7,chembl26.sdf.gz
O=C(O)Cc1ccc2cccc(-c3ccccc3)c2c1,6.8,chembl26.sdf.gz
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC(CC)(CC)C(=O)O)c(Cl)c1Cl)C2,3.4,chembl26.sdf.gz
CCCC12CCC(=O)C(C)=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.5,chembl26.sdf.gz
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.6,chembl26.sdf.gz
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.6,chembl26.sdf.gz
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC(C)(C)C(=O)O)c(Cl)c1Cl)C2,3.8,chembl26.sdf.gz
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC(C)(C)C(=O)O)c(Cl)c1Cl)C2,3.8,chembl26.sdf.gz
CCCC12CCC(=O)C=C1c1c(cc(OCCCC(=O)O)c(Cl)c1Cl)C2,3.7,chembl26.sdf.gz
CCCC12CCC(C(C)=O)=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,4.1,chembl26.sdf.gz
CC(C)C12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.83,chembl26.sdf.gz
O=C(O)COc1cc2c(c(Cl)c1Cl)C1=CC(=O)CCC1(C1CCCC1)C2,3.83,chembl26.sdf.gz
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)NN(C)C)c(Cl)c1Cl)C2,3.9,chembl26.sdf.gz
CCCCC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.5,chembl26.sdf.gz
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(C)c1C)C2,4.3,chembl26.sdf.gz
CC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.75,chembl26.sdf.gz
CCC12CCC(=O)C=C1c1c(cc(OCc3nn[nH]n3)c(Cl)c1Cl)C2,3.72,chembl26.sdf.gz
CCCC12CCC(=O)C=C1c1c(cc(SCC(=O)O)c(Cl)c1Cl)C2,4.7,chembl26.sdf.gz
C=CC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.5,chembl26.sdf.gz
CCC12C=CC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.7,chembl26.sdf.gz
CCCC12CC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.84,chembl26.sdf.gz
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCCN3CCOCC3)c(Cl)c1Cl)C2,5.08,chembl26.sdf.gz
CCC12CCC(=O)C=C1c1c(cc(OCCCC(=O)O)c(Cl)c1Cl)C2,3.7,chembl26.sdf.gz
CCCC12CCC(=O)C=C1c1ccc(OCC(=O)O)cc1C2,4.05,chembl26.sdf.gz
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)NCCN(C)C)c(Cl)c1Cl)C2,7.7,chembl26.sdf.gz
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCC(=O)O)c(Cl)c1Cl)C2,3.8,chembl26.sdf.gz
CC(=O)CC(c1ccccc1)c1c(S)c2ccccc2oc1=O,6.6,chembl26.sdf.gz
c1ccc(-c2ccc3ccn4ccnc4c3n2)cc1,1.96,chembl26.sdf.gz
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,9.41,chembl26.sdf.gz
CN(C)CCCN1c2ccccc2Sc2ccc(C#N)cc21,9.29,chembl26.sdf.gz
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,8.1,chembl26.sdf.gz
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,8.1,chembl26.sdf.gz
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,8.0,chembl26.sdf.gz
FC(F)(F)c1ccc(Nc2ncnc3cc(-c4ncccc4C(F)(F)F)ccc23)cc1,4.54,chembl26.sdf.gz
FC(F)(F)c1ccc(Nc2ncnc3cc(-c4ncccc4C(F)(F)F)ccc23)cn1,3.48,chembl26.sdf.gz
FC(F)(F)c1ccc(Nc2ncnc3cc(-c4ncccc4C(F)(F)F)ccc23)nc1,3.26,chembl26.sdf.gz
FC(F)(F)c1ccc(Nc2nc(CCCN3CCOCC3)nc3cc(-c4ncccc4C(F)(F)F)ccc23)cc1,7.86,chembl26.sdf.gz
CN1CCN(Cc2nc(Nc3ccc(C(F)(F)F)cc3)c3ccc(-c4ncccc4C(F)(F)F)cc3n2)CC1,7.68,chembl26.sdf.gz
CC1CN(Cc2nc(Nc3ccc(C(F)(F)F)cc3)c3ccc(-c4ncccc4C(F)(F)F)cc3n2)CC(C)O1,7.51,chembl26.sdf.gz
COCc1nc(Nc2ccc(C(F)(F)F)cc2)c2ccc(-c3ncccc3C(F)(F)F)cc2n1,3.7,chembl26.sdf.gz
CS(=O)(=O)[O-].C[n+]1ccccc1C=NO,7.8,chembl26.sdf.gz
O/N=C/c1ccns1,8.6,chembl26.sdf.gz
O/N=C/C(F)(F)F,8.9,chembl26.sdf.gz
N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,8.2,chembl26.sdf.gz
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,4.7,chembl26.sdf.gz
CS(=O)(=O)NC(=O)c1ccc(-c2c3c([nH]c(=O)c2C#N)-c2ccccc2OC3)cc1,3.9,chembl26.sdf.gz
N#Cc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccccc3)cc2)c2c([nH]c1=O)-c1ccccc1OC2,5.0,chembl26.sdf.gz
CC(C)c1ccc(COc2cccc3c2CCc2c-3[nH]c(=O)c(C#N)c2-c2ccc(C(=O)O)cc2)cc1,4.4,chembl26.sdf.gz
N#Cc1c(-c2ccc(C(=O)O)cc2)c2c([nH]c1=O)-c1cccc(-c3cn[nH]c3)c1CC2,4.4,chembl26.sdf.gz
COc1cccc2c1CCc1c-2[nH]c(=O)c(C#N)c1-c1ccc(C(=O)O)cc1,4.4,chembl26.sdf.gz
N#Cc1c(-c2ccc(C(=O)O)cc2)c2c([nH]c1=O)-c1cccc(O)c1CC2,4.4,chembl26.sdf.gz
O=C1[C@H](N2CCC(c3ccc(O)cc3)CC2)CCN1Cc1ccc(F)cc1,6.8,chembl26.sdf.gz
Cc1ccc(CN2CC[C@@H](N3CC[C@@H](c4ccc(O)cc4)[C@H](F)C3)C2=O)cc1,4.4,chembl26.sdf.gz
CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)C(F)(F)P(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,7.0,chembl26.sdf.gz
CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,7.0,chembl26.sdf.gz
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(F)(F)P(=O)(O)O,7.0,chembl26.sdf.gz
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O,7.0,chembl26.sdf.gz
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O,7.0,chembl26.sdf.gz
CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)C(F)(F)P(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,7.0,chembl26.sdf.gz
CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,7.0,chembl26.sdf.gz
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)(O)CP(=O)(O)O,8.4,chembl26.sdf.gz
BP(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)CP(=O)(O)O,8.4,chembl26.sdf.gz
O=C(/C=C/c1ccc(CNCCc2c[nH]c3ccccc23)cc1)NO,7.65,chembl26.sdf.gz
Cc1[nH]c2ccccc2c1CCN(Cc1ccc(/C=C/C(=O)NO)cc1)CC(F)F,4.65,chembl26.sdf.gz
O=C(/C=C/c1ccc(CN(CCc2c[nH]c3ccccc23)CC(F)(F)F)cc1)NO,3.2,chembl26.sdf.gz
CCCN(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,7.9,chembl26.sdf.gz
Cc1[nH]c2ccccc2c1CCN(CCC(F)F)Cc1ccc(/C=C/C(=O)NO)cc1,5.8,chembl26.sdf.gz
O=C(/C=C/c1ccc(CN(CCc2c[nH]c3ccccc23)CCC(F)(F)F)cc1)NO,4.75,chembl26.sdf.gz
O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,7.5,chembl26.sdf.gz
Cc1ccc(OCCN2CCN(C(=O)c3cccs3)CC2)cc1,6.4,chembl26.sdf.gz
O=C(c1cccs1)N1CCN(CCOc2ccc(Cl)cc2)CC1,6.35,chembl26.sdf.gz
O=C(c1cccs1)N1CCN(CCOc2ccc(Cl)cc2Cl)CC1,5.23,chembl26.sdf.gz
Cc1ccccc1OCCN1CCN(CC(=O)Nc2nccs2)CC1,7.11,chembl26.sdf.gz
O=C(CN1CCN(CCOc2ccc(OC(F)(F)F)cc2)CC1)Nc1nccs1,6.74,chembl26.sdf.gz
N#Cc1ccc(OCCN2CCN(CC(=O)Nc3nccs3)CC2)cc1,6.37,chembl26.sdf.gz
OB1OCc2ccccc21,7.2,chembl26.sdf.gz
OB1OCCc2ccccc21,8.4,chembl26.sdf.gz
CC(=O)NC(=N)N,7.6,chembl26.sdf.gz
Clc1ccc2c(c1)NC1C=CC=C3C=CN=C2C31,4.5,chembl26.sdf.gz
CCOc1ccc2c3c(nccc13)-c1ccc(N)cc1N2,5.3,chembl26.sdf.gz
COc1ccc2ccc(S(=O)(=O)NC3CCN(Cc4ccc5nc(N)ccc5c4)C3=O)cc2c1,7.3,chembl26.sdf.gz
COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4ccc5ccnc(N)c5c4)C3=O)cc2c1,7.6,chembl26.sdf.gz
COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cccc(C(=N)N)c4)C3=O)cc2c1,11.6,chembl26.sdf.gz
COc1ccc2ccc(S(=O)(=O)NC3CCN(Cc4ccc5ccc(N)nc5c4)C3=O)cc2c1,7.3,chembl26.sdf.gz
COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,4.0,chembl26.sdf.gz
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,5.0,chembl26.sdf.gz
CC(C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@H](CCCN)C(N)=O)[C@@H](C)O)C(C)C,7.83,chembl26.sdf.gz
CC(C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@H](CCN)C(N)=O)[C@@H](C)O)C(C)C,8.12,chembl26.sdf.gz
CC(C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@H](CN)C(N)=O)[C@@H](C)O)C(C)C,9.23,chembl26.sdf.gz
CC(C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@@H](C)O)C(C)C,7.13,chembl26.sdf.gz
CC(C)[C@H](NC(=O)[C@@H](NC(=O)C(C)(C)N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@@H](C)O,8.17,chembl26.sdf.gz
CC[C@H](C)[C@@H](N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@@H](C)O)C(C)C)C(C)C,8.01,chembl26.sdf.gz
CC(C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@H](CCCCN)C(N)=O)[C@@H](C)O)C(C)C,8.24,chembl26.sdf.gz
COCCOc1ccn2c(-c3ccc4cccc(O[C@@H]5CCNC[C@H]5F)c4n3)cnc2c1,7.4,chembl26.sdf.gz
COCCOc1ccn2c(-c3ccc4cccc(O[C@@H]5CCNC[C@@H]5F)c4n3)cnc2c1,7.5,chembl26.sdf.gz
COCCOc1ccn2c(-c3ccc4cccc(OC5CCNCC5)c4n3)cnc2c1,9.3,chembl26.sdf.gz
Cc1cnc(CN2C[C@@H](C)[C@H](c3nc4c(cnn4C4CCOCC4)c(=O)n3C)C2)cn1,6.8,chembl26.sdf.gz
Cc1cnc(CN2C[C@@H](C)[C@](F)(c3nc4c(cnn4C4CCOCC4)c(=O)n3C)C2)cn1,5.2,chembl26.sdf.gz
Cc1ncc(CN2CC(c3nc4c(cnn4C4CCOCC4)c(=O)n3C)[C@H](C)C2)cn1,6.4,chembl26.sdf.gz
Cc1ncc(CN2C[C@@H](C)[C@](F)(c3nc4c(cnn4C4CCOCC4)c(=O)n3C)C2)cn1,4.9,chembl26.sdf.gz
Cn1ccc(=N)cc1,12.5,chembl26.sdf.gz
Cn1ccc(=N)c2ccccc21,12.4,chembl26.sdf.gz
COc1cc(OC2CCN(C)CC2)c2c(Nc3c(Cl)ccc4c3OCO4)ncnc2c1,8.2,chembl26.sdf.gz
Clc1ccc2c(c1Nc1ncnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2,9.5,chembl26.sdf.gz
