smiles,n_atoms,mw,src
Brc1ccc2nc3c(c(N4CCOCC4)c2c1)CCC3,20,333.22900000000016,datawarrior.sdf.gz
CN1CCC2Cc3ccc(O)c(O)c3C3CCCC1C23,20,273.376,datawarrior.sdf.gz
CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,20,267.328,datawarrior.sdf.gz
O=C(O)C[NH+](CC(=O)O)Cc1cc(Cl)cc(C[NH+](CC(=O)O)CC(=O)O)c1O,28,418.7860000000001,datawarrior.sdf.gz
O=C([O-])C[NH+](CC(=O)[O-])Cc1cc(Cl)cc(C[NH+](CC(=O)[O-])CC(=O)[O-])c1O,28,418.7860000000001,datawarrior.sdf.gz
O=C([O-])CN(CC(=O)O)Cc1cc(Cl)cc(C[NH+](CC(=O)[O-])CC(=O)O)c1O,28,418.7860000000001,datawarrior.sdf.gz
CCCCCCCCCCCCCCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-],28,393.57200000000034,datawarrior.sdf.gz
C[C@H]1O[C@H](O[C@H]2CC[C@H](n3ccc(N)nc3=O)O[C@@H]2C)[C@H](O)[C@@H](O)[C@@H]1N(C)C,28,398.46000000000004,datawarrior.sdf.gz
C[C@H]1O[C@H](O[C@H]2CC[C@H]([n+]3ccc(N)nc3O)O[C@@H]2C)[C@H](O)[C@@H](O)[C@@H]1[NH+](C)C,28,399.46800000000013,datawarrior.sdf.gz
CCCCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,28,376.54400000000027,datawarrior.sdf.gz
CC(=O)c1ccccc1NN=C(C(=O)c1ccccc1)C(=O)c1ccccc1,28,370.4080000000001,datawarrior.sdf.gz
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCCN1CCOCC1,28,423.3400000000004,datawarrior.sdf.gz
NC(=O)CN(CCN(CC(N)=O)Cc1ccccc1O)Cc1ccccc1O,28,386.4520000000001,datawarrior.sdf.gz
NC(=O)CN(CCN(CC(N)=O)Cc1ccccc1O)Cc1ccccc1[O-],28,386.4520000000001,datawarrior.sdf.gz
NC(=O)CN(CC[NH+](CC(N)=O)Cc1ccccc1O)Cc1ccccc1O,28,386.4520000000001,datawarrior.sdf.gz
c1ccc(Cc2cc(-c3ccccc3)nnc2NCCN2CCOCC2)cc1,28,374.48800000000006,datawarrior.sdf.gz
c1ccc(Cc2cc(-c3ccccc3)nnc2NCC[NH+]2CCOCC2)cc1,28,374.48800000000006,datawarrior.sdf.gz
CCOc1ccc2ccc(OCC)c(N3CCOCC3)c2c1N1CCOCC1,28,386.49200000000025,datawarrior.sdf.gz
COc1ccc(C=O)cc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,28,378.47200000000015,datawarrior.sdf.gz
COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,28,380.48800000000017,datawarrior.sdf.gz
COc1cccc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,28,380.48800000000017,datawarrior.sdf.gz
O=C1c2ccccc2C(=O)C1Cc1ccccc1,18,236.27,datawarrior.sdf.gz
CN(C)c1ccc2nc3ccc(N)cc3nc2c1,18,238.29399999999998,datawarrior.sdf.gz
O[C@@H]1[C@H](O)[C@@H](n2cnc3cncnc32)OC[C@@H]1O,18,252.23,datawarrior.sdf.gz
Nc1cccc2nn([C@@H]3C[C@@H](O)[C@H](CO)O3)nc12,18,250.258,datawarrior.sdf.gz
Nc1cccc2c1nnn2[C@@H]1C[C@@H](O)[C@H](CO)O1,18,250.258,datawarrior.sdf.gz
Nc1cccc2nnn([C@@H]3C[C@@H](O)[C@H](CO)O3)c12,18,250.258,datawarrior.sdf.gz
Cc1nc2c(n1C)C(=O)c1ncnc([O-])c1C2=O,18,244.20999999999998,datawarrior.sdf.gz
Cc1nc2c(n1C)C(=O)c1nc[nH+]c(O)c1C2=O,18,244.20999999999998,datawarrior.sdf.gz
c1cc(N2CCCCC2)ccc1N1CCCCC1,18,244.38199999999992,datawarrior.sdf.gz
Oc1onc2c1CCN(Cc1ccccc1)CC2,18,244.29399999999998,datawarrior.sdf.gz
Oc1onc2c1CC[NH+](Cc1ccccc1)CC2,18,244.29399999999998,datawarrior.sdf.gz
COc1ccc(-c2cn3ccsc3n2)c(OC)c1,18,260.318,datawarrior.sdf.gz
O=C(O)c1ccc2sc(Cn3cc[nH+]c3)cc2c1,18,258.30199999999996,datawarrior.sdf.gz
O=C([O-])c1ccc2sc(Cn3ccnc3)cc2c1,18,258.30199999999996,datawarrior.sdf.gz
O=C(O)c1cc2cc(Cn3cc[nH+]c3)ccc2s1,18,258.30199999999996,datawarrior.sdf.gz
O=C([O-])c1cc2cc(Cn3ccnc3)ccc2s1,18,258.30199999999996,datawarrior.sdf.gz
O=C([O-])CSc1nc2cc3ccccc3cc2[nH]1,18,258.302,datawarrior.sdf.gz
O=C([O-])CSc1nc2cc3c(cc2[nH]1)CCCC3,18,262.334,datawarrior.sdf.gz
O=C(O)CSc1[nH]c2cc3ccccc3cc2[nH+]1,18,258.302,datawarrior.sdf.gz
Oc1cc(-c2ccccc2)n(-c2ccccc2)n1,18,236.27400000000003,datawarrior.sdf.gz
Oc1cc(-c2ccccc2)nn1-c1ccccc1,18,236.27400000000003,datawarrior.sdf.gz
C=CCCN1C[C@H]2C[C@@H](C1)c1cccc([O-])[n+]1C2,18,245.34599999999992,datawarrior.sdf.gz
[NH3+]c1ccc(-c2ncc(-c3ccccc3)o2)cc1,18,236.274,datawarrior.sdf.gz
[NH3+]c1ccc(-c2cnc(-c3ccccc3)o2)cc1,18,236.274,datawarrior.sdf.gz
O=C(O)c1cc2cc(Cn3cc[nH+]c3)ccc2o1,18,242.234,datawarrior.sdf.gz
O=C([O-])c1cc2cc(Cn3ccnc3)ccc2o1,18,242.234,datawarrior.sdf.gz
Nc1ncnc2nn([C@@H]3C[C@@H](O)[C@H](CO)O3)nc12,18,252.234,datawarrior.sdf.gz
Cc1ccc(-c2ncc(-c3ccccc3)o2)cc1,18,235.286,datawarrior.sdf.gz
Cc1ccc(-c2cnc(-c3ccccc3)o2)cc1,18,235.286,datawarrior.sdf.gz
CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,18,245.36599999999996,datawarrior.sdf.gz
Clc1ccc(-c2ncc(-c3ccccc3)o2)cc1,18,255.704,datawarrior.sdf.gz
Brc1ccc(-c2ncc(-c3ccccc3)o2)cc1,18,300.155,datawarrior.sdf.gz
Clc1ccc(-c2cnc(-c3ccccc3)o2)cc1,18,255.704,datawarrior.sdf.gz
Brc1ccc(-c2cnc(-c3ccccc3)o2)cc1,18,300.155,datawarrior.sdf.gz
c1ccc(CCNc2ncnc3[nH]ncc23)cc1,18,239.28200000000004,datawarrior.sdf.gz
Cc1n[nH]c2c(NCc3ccccc3)ncnc12,18,239.28200000000004,datawarrior.sdf.gz
c1ccc(CCNc2ncnc3nc[nH]c23)cc1,18,239.28200000000004,datawarrior.sdf.gz
Clc1ccc(CNc2ncnc3[nH]ncc23)cc1,18,259.7,datawarrior.sdf.gz
Nc1nc2c(ncn2[C@@H]2C=C[C@H](CO)C2)c(O)[nH+]1,18,247.25800000000004,datawarrior.sdf.gz
Nc1nc([O-])c2ncn([C@@H]3C=C[C@H](CO)C3)c2n1,18,247.258,datawarrior.sdf.gz
Oc1ccc(/C=N/c2ncc3nc[nH]c3n2)cc1,18,239.23800000000003,datawarrior.sdf.gz
Oc1ccccc1/C=N/c1ncc2nc[nH]c2n1,18,239.238,datawarrior.sdf.gz
Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,18,237.30599999999998,datawarrior.sdf.gz
c1ccc(-c2cccc(-c3ccccn3)n2)nc1,18,233.27400000000003,datawarrior.sdf.gz
c1ccc(-c2cccc(-c3cccc[nH+]3)n2)nc1,18,233.274,datawarrior.sdf.gz
C[NH+](C)CCN1C=Nc2cccc3cccc1c23,18,239.32199999999997,datawarrior.sdf.gz
O=[N+]([O-])c1ccc2[nH]c(-c3ccccc3)nc2c1,18,239.234,datawarrior.sdf.gz
c1ccc(C2=NSC(N3CCOCC3)=NS2)cc1,18,279.39,datawarrior.sdf.gz
CC=C=CC(=O)CC(Cc1ccccc1)C(=O)[O-],18,244.29000000000002,datawarrior.sdf.gz
N#CC(C#N)=C(C#N)Nc1ccc(C(=O)O)cc1,18,238.20599999999996,datawarrior.sdf.gz
N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,18,254.17100000000002,datawarrior.sdf.gz
CN(C)CCCC(=O)Oc1cccc([N+](=O)[O-])c1,18,252.26999999999992,datawarrior.sdf.gz
CN(C)CCCC(=O)Oc1ccc([N+](=O)[O-])cc1,18,252.26999999999992,datawarrior.sdf.gz
CCCCN(CCCC)c1ccc([N+](=O)[O-])cc1,18,250.34199999999987,datawarrior.sdf.gz
CC/C=C/Cc1nccn1[C@H](C(=O)[O-])C(C)(C)S,18,268.382,datawarrior.sdf.gz
CC/C=C/Cc1[nH+]ccn1[C@H](C(=O)O)C(C)(C)S,18,268.382,datawarrior.sdf.gz
O=C([O-])C(CO)NCc1cc([N+](=O)[O-])ccc1[O-],18,256.21399999999994,datawarrior.sdf.gz
O=C([O-])C(CO)[NH2+]Cc1cc([N+](=O)[O-])ccc1O,18,256.21399999999994,datawarrior.sdf.gz
O=C(O)C(CO)[NH2+]Cc1cc([N+](=O)[O-])ccc1O,18,256.21399999999994,datawarrior.sdf.gz
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,18,248.36999999999998,datawarrior.sdf.gz
O=C(O)CNC(=O)CNS(=O)(=O)c1ccccc1,18,272.282,datawarrior.sdf.gz
O=C([O-])CNC(=O)CNS(=O)(=O)c1ccccc1,18,272.282,datawarrior.sdf.gz
CC(O)CN(CCCN1CCOCC1)CC(C)O,18,260.378,datawarrior.sdf.gz
CC[NH+](CC)CCOc1ccccc1C(=O)NO,18,252.31399999999994,datawarrior.sdf.gz
CC(O)C[NH+](CCCN1CCOCC1)CC(C)O,18,260.378,datawarrior.sdf.gz
OCCNc1nc(NCCO)nc(NCCO)n1,18,258.282,datawarrior.sdf.gz
CCCCCCCCCNCc1ccc(C)cc1,18,247.4259999999999,datawarrior.sdf.gz
CN(C)Cc1c(C(C)(C)C)cccc1C(C)(C)C,18,247.42599999999996,datawarrior.sdf.gz
Cc1ccc(S(=O)(=O)NC(=O)OC(C)(C)C)cc1,18,271.33799999999997,datawarrior.sdf.gz
CCOC(=O)C1(CCC(=O)O)CCC(=O)NC1=O,18,257.2419999999999,datawarrior.sdf.gz
CC(C)(/C=C/C(=O)O)c1cc([N+](=O)[O-])ccc1O,18,251.23799999999997,datawarrior.sdf.gz
CC(C)(/C=C/C(=O)[O-])c1cc([N+](=O)[O-])ccc1O,18,251.23799999999997,datawarrior.sdf.gz
C[C@@H]1N[C@H](CCCCCCCC(=O)[O-])CC[C@@H]1O,18,257.37399999999997,datawarrior.sdf.gz
C[C@@H]1[NH2+][C@H](CCCCCCCC(=O)O)CC[C@@H]1O,18,257.37399999999997,datawarrior.sdf.gz
N#CC(C#N)=C(C#N)Nc1cccc([N+](=O)[O-])c1,18,239.194,datawarrior.sdf.gz
Cc1ccc(S(=O)(=O)[N-]CCC(=N)N(C)C)cc1,18,269.37,datawarrior.sdf.gz
CCN(CC)CC(=O)Nc1ccc([N+](=O)[O-])cc1,18,251.28599999999992,datawarrior.sdf.gz
CCCCCCCCCCCCCCCCCN,18,255.4899999999999,datawarrior.sdf.gz
CCCCCCCCN(CC(C)O)CC(O)CC,18,259.4339999999999,datawarrior.sdf.gz
CCCCCCCCCCN(CCO)CC(C)O,18,259.4339999999999,datawarrior.sdf.gz
C=CCC(C)(CN(CC)CC)OC(=O)CC(C)C,18,255.40199999999996,datawarrior.sdf.gz
CCCCCCCCCCCCNCCC(=O)[O-],18,257.4179999999999,datawarrior.sdf.gz
CCCCCCCCCCCC[NH2+]CCC(=O)O,18,257.4179999999999,datawarrior.sdf.gz
CC(C)C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,18,259.306,datawarrior.sdf.gz
CN(C)CCCCCCCCCNC(=O)/C=N/[O-],18,257.37799999999993,datawarrior.sdf.gz
C[NH+](C)CCCCCCCCCNC(=O)/C=N/O,18,257.37799999999993,datawarrior.sdf.gz
O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3,18,248.36999999999992,datawarrior.sdf.gz
O=C1CCC[C@H]2[C@H]3C[C@@H](CN12)[C@H]1CCCCN1C3,18,248.36999999999992,datawarrior.sdf.gz
O=C1[C@H]2C[C@H](CN3CCCC=C23)[C@@H]2CCCCN12,18,246.3539999999999,datawarrior.sdf.gz
O=C1[C@@H]2C[C@@H](CN3CCCC[C@@H]23)[C@H]2CCCCN12,18,248.3699999999999,datawarrior.sdf.gz
O=C1[C@H]2C[C@H](CN3CCCC[C@@H]23)C2=CCCCN12,18,246.3539999999999,datawarrior.sdf.gz
O=C1CC[C@H]2N1CC[C@H]1c3ccccc3CCN12,18,242.322,datawarrior.sdf.gz
O=C1C=CN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,18,246.35399999999993,datawarrior.sdf.gz
OC1(c2cc3ccccc3o2)CN2CCC1CC2,18,243.30599999999993,datawarrior.sdf.gz
Cc1c2ccncc2cc2c1[nH]c1ccncc12,18,233.274,datawarrior.sdf.gz
Cc1c2ccncc2cc2c1[nH]c1cc[nH+]cc12,18,233.274,datawarrior.sdf.gz
O=C(O)CC(c1ccccc1)c1ccccc1Cl,18,260.71999999999997,datawarrior.sdf.gz
CC(C)CCC1=C(O)C(=O)c2ccccc2C1=O,18,244.28999999999996,datawarrior.sdf.gz
O=C(O)C(=O)C(c1ccccc1)c1ccccc1,18,240.25800000000004,datawarrior.sdf.gz
N=C(Nc1ccccc1)Nc1nc(N)nc(N)n1,18,244.26200000000003,datawarrior.sdf.gz
C(CSCCc1nnn[nH]1)SCCc1nnn[nH]1,18,286.39,datawarrior.sdf.gz
C(CSCCc1nnn[nH]1)SCCc1nnn[n-]1,18,286.39,datawarrior.sdf.gz
C(COCCc1nnn[nH]1)OCCc1nnn[nH]1,18,254.25400000000002,datawarrior.sdf.gz
C(COCCc1nnn[nH]1)OCCc1nnn[n-]1,18,254.25400000000002,datawarrior.sdf.gz
CC(C)N/C=N/c1ccc(-c2cn(C)cn2)cc1,18,242.32600000000002,datawarrior.sdf.gz
CC(C)/N=C/N(C)c1ccc(-c2c[nH]cn2)cc1,18,242.326,datawarrior.sdf.gz
CC(C)N(C)/C=N/c1ccc(-c2c[nH]cn2)cc1,18,242.326,datawarrior.sdf.gz
CC(C)N/C=N/c1ccc(-c2cncn2C)cc1,18,242.32600000000002,datawarrior.sdf.gz
CC(C)N(C)/C=[NH+]/c1ccc(-c2c[nH]cn2)cc1,18,242.326,datawarrior.sdf.gz
CC(C)N/C=[NH+]/c1ccc(-c2cn(C)cn2)cc1,18,242.326,datawarrior.sdf.gz
CC(C)N/C=[NH+]/c1ccc(-c2cncn2C)cc1,18,242.326,datawarrior.sdf.gz
CC(C)/[NH+]=C/N(C)c1ccc(-c2c[nH]cn2)cc1,18,242.32600000000002,datawarrior.sdf.gz
S=C(/N=N/c1ccccc1)NNc1ccccc1,18,256.33400000000006,datawarrior.sdf.gz
O=C1NC(=O)[C@H](CSSC[C@@H]2NC(=O)NC2=O)N1,18,290.326,datawarrior.sdf.gz
O=c1[nH]cc(SSc2c[nH]c(=O)[nH]c2=O)c(=O)[nH]1,18,286.29400000000004,datawarrior.sdf.gz
Nc1ccnc2c1ncn2CCOCP(=O)(O)O,18,272.201,datawarrior.sdf.gz
Nc1nccc2c1ncn2CCOCP(=O)([O-])[O-],18,272.201,datawarrior.sdf.gz
Nc1nccc2c1[nH+]cn2CCOCP(=O)([O-])O,18,272.201,datawarrior.sdf.gz
Nc1cc[nH+]c2c1ncn2CCOCP(=O)([O-])O,18,272.201,datawarrior.sdf.gz
Nc1nccc2c1[nH+]cn2CCOCP(=O)(O)O,18,272.201,datawarrior.sdf.gz
Nc1ccnc2c1ncn2CCOCP(=O)([O-])O,18,272.201,datawarrior.sdf.gz
Nc1cc[nH+]c2c1ncn2CCOCP(=O)(O)O,18,272.201,datawarrior.sdf.gz
Cc1ccnc(/N=C/c2ccc([N+](=O)[O-])cc2)n1,18,242.238,datawarrior.sdf.gz
Nc1ccc(S(=O)(=O)Nc2cnc(Cl)nc2)cc1,18,284.728,datawarrior.sdf.gz
Nc1ccc(S(=O)(=O)Nc2ccc(N)cn2)cc1,18,264.31,datawarrior.sdf.gz
Nc1ccc(S(=O)(=O)Nc2ccc(N)nc2)cc1,18,264.31,datawarrior.sdf.gz
C[n+]1ccn(CCC[n+]2ccc(/C=N/O)cc2)c1,18,246.31399999999996,datawarrior.sdf.gz
[NH3+]c1ccc(/C=N/NC(=O)c2ccncc2)cc1,18,240.266,datawarrior.sdf.gz
Cc1ccc(NCCNc2ccc(C)cc2)cc1,18,240.35,datawarrior.sdf.gz
CN(C)CCC(c1ccccc1)c1ccccn1,18,240.35,datawarrior.sdf.gz
CCCN(CCC)CCc1c[nH]c2ccccc12,18,244.38200000000003,datawarrior.sdf.gz
Cc1ccc(NCC[NH2+]c2ccc(C)cc2)cc1,18,240.35,datawarrior.sdf.gz
CN(C)c1ccc(C(=S)Nc2ccccc2)cc1,18,256.37399999999997,datawarrior.sdf.gz
COc1cc2c(OC)ncnc2c(OC)c1OC,18,250.25399999999996,datawarrior.sdf.gz
Cc1nn(-c2ccccc2)c(C(=O)[O-])c1C(=O)[O-],18,246.22200000000004,datawarrior.sdf.gz
N[C@H]1CCC[C@H]1C(=O)Oc1ccc([N+](=O)[O-])cc1,18,250.25399999999993,datawarrior.sdf.gz
N#CC(c1ccccc1)c1ccc([N+](=O)[O-])cc1,18,238.246,datawarrior.sdf.gz
C=CCC1(C2=CCCCC2)C(=O)NC(=S)NC1=O,18,264.34999999999997,datawarrior.sdf.gz
C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O,18,264.34999999999997,datawarrior.sdf.gz
O=[N+]([O-])c1ccc(C(=S)Nc2ccccc2)cc1,18,258.302,datawarrior.sdf.gz
C=CCC1(C2=CCCCC2)C(=O)[N-]C(=S)NC1=O,18,264.34999999999997,datawarrior.sdf.gz
C=CCC1(C2C=CCCC2)C(=O)[N-]C(=S)NC1=O,18,264.34999999999997,datawarrior.sdf.gz
[O-]c1[nH+]c(O)c(Br)c[n+]1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,18,324.1070000000001,datawarrior.sdf.gz
CCCCCCc1c(-c2ccccc2)n[nH]c1O,18,244.338,datawarrior.sdf.gz
Cc1ccc(NC(=O)CN2CCCCC2)c(C)c1,18,246.35399999999996,datawarrior.sdf.gz
CCN(CC)CC(=O)NC1CCc2ccccc21,18,246.35399999999998,datawarrior.sdf.gz
Cc1cccc(C)c1NC(=O)CN1CCCCC1,18,246.35399999999996,datawarrior.sdf.gz
C[NH+](C)c1ccc(/C=C/c2cc[n+](O)cc2)cc1,18,241.314,datawarrior.sdf.gz
CCOC(=O)c1ccccc1-n1nc(O)cc1C,18,246.26600000000002,datawarrior.sdf.gz
O=[N+]([O-])c1ccc(/C(=N\O)c2ccccc2)cc1,18,242.234,datawarrior.sdf.gz
CCc1c(O)nn(-c2ccccc2C(=O)[O-])c1C,18,246.26599999999996,datawarrior.sdf.gz
O=P([O-])([O-])c1cn2c(n1)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2CO,18,280.173,datawarrior.sdf.gz
O=P([O-])(O)c1cn2c([nH+]1)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2CO,18,280.173,datawarrior.sdf.gz
C(CNCCc1nnn[n-]1)NCCc1nnn[n-]1,18,252.286,datawarrior.sdf.gz
C(C[NH2+]CCc1nnn[nH]1)[NH2+]CCc1nnn[nH]1,18,252.286,datawarrior.sdf.gz
C(C[NH2+]CCc1nnn[n-]1)NCCc1nnn[n-]1,18,252.286,datawarrior.sdf.gz
C(C[NH2+]CCc1nnn[nH]1)[NH2+]CCc1nnn[n-]1,18,252.286,datawarrior.sdf.gz
Nc1n[nH]c(N)c1/N=N/c1ccc(C(=O)O)cc1,18,246.22999999999996,datawarrior.sdf.gz
SCCN(Cc1ccccc1)Cc1ccccc1,18,257.40200000000004,datawarrior.sdf.gz
O=C(CCCCN1CCOCC1)c1ccccc1,18,247.3379999999999,datawarrior.sdf.gz
O=C(CC(=O)c1ccccc1)Nc1ccccc1,18,239.27400000000003,datawarrior.sdf.gz
C[C@@H]1C[C@H](OC(=O)c2ccccc2)CC(C)(C)N1,18,247.338,datawarrior.sdf.gz
COc1ccc(CN2CC(O[Si](C)(C)C)C2)cc1,18,265.429,datawarrior.sdf.gz
COc1cccc(CN2CC(O[Si](C)(C)C)C2)c1,18,265.429,datawarrior.sdf.gz
OC[C@@H]1O[C@H](CN2CCOCC2)[C@@H](O)[C@H](O)[C@@H]1O,18,263.28999999999996,datawarrior.sdf.gz
O=C(/C=C(/[70SH])c1ccccc1)Nc1ccccc1,18,293.27500000000003,datawarrior.sdf.gz
CC(=O)N1C[C@@]2(C(C)C)OC(=O)C[C@H]2[C@@H]1C(=O)O,18,255.26999999999995,datawarrior.sdf.gz
COc1cccc(C(=O)CCN2CCOCC2)c1,18,249.30999999999992,datawarrior.sdf.gz
OCCN(CCc1nnn[n-]1)CCc1nnn[n-]1,18,253.27000000000007,datawarrior.sdf.gz
OCC[NH+](CCc1nnn[nH]1)CCc1nnn[nH]1,18,253.27000000000007,datawarrior.sdf.gz
CCCCC(CC)CNc1ncnc2[nH]ncc12,18,247.34599999999998,datawarrior.sdf.gz
Nc1ncnc2c1ncn2CCOCP(=O)([O-])O,18,273.189,datawarrior.sdf.gz
Nc1nc[nH+]c2c1ncn2CCOCP(=O)(O)O,18,273.189,datawarrior.sdf.gz
Nc1ccc(S(=O)(=O)Nc2nccc(N)n2)cc1,18,265.298,datawarrior.sdf.gz
Cc1ccccc1NC(=N)Nc1ccccc1C,18,239.32200000000003,datawarrior.sdf.gz
CCN(CC)CCNc1ccnc2ccccc12,18,243.35399999999993,datawarrior.sdf.gz
CC(CN1CCCC(C)(C)C1)Nc1ccccn1,18,247.3859999999999,datawarrior.sdf.gz
CC[NH+](CC)CCNc1ccnc2ccccc12,18,243.35399999999993,datawarrior.sdf.gz
CNc1nc(O)[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1C,18,256.282,datawarrior.sdf.gz
CC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,18,245.282,datawarrior.sdf.gz
O=C(N/N=C/c1ccccc1O)c1ccncc1,18,241.25,datawarrior.sdf.gz
CCCCNc1ccnc2cccc([N+](=O)[O-])c12,18,245.28199999999995,datawarrior.sdf.gz
O=C(N/N=C/c1ccccc1[O-])c1ccncc1,18,241.25,datawarrior.sdf.gz
Nc1ccc(S(=O)(=O)Nc2ccc(Br)nc2)cc1,18,328.1910000000001,datawarrior.sdf.gz
Cc1ccnc(NS(=O)(=O)c2ccc(Cl)cc2)n1,18,283.74,datawarrior.sdf.gz
CCOP(=O)(Nc1nccs1)c1ccc(N)cc1,18,283.293,datawarrior.sdf.gz
CNc1ccc(S(=O)(=O)Nc2nc(C)cs2)cc1,18,283.378,datawarrior.sdf.gz
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)sc1C,18,283.37800000000004,datawarrior.sdf.gz
[O-]c1nc(NO)cc[n+]1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,18,260.226,datawarrior.sdf.gz
Nc1c(C(=O)O)[nH+]cn1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,18,259.218,datawarrior.sdf.gz
Nc1c(C(=O)[O-])ncn1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,18,259.218,datawarrior.sdf.gz
OC[C@@H]1O[C@H]([n+]2ccc(NO)nc2O)[C@@H](O)[C@H]1O,18,260.226,datawarrior.sdf.gz
Nc1nc(O)[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1CO,18,258.25399999999996,datawarrior.sdf.gz
O=[N+]([O-])c1cccc2nccc(NCCCO)c12,18,247.25399999999996,datawarrior.sdf.gz
O=S(=O)(Nc1ncc(Cl)cn1)c1ccc(O)cc1,18,285.71200000000005,datawarrior.sdf.gz
O=S(=O)([N-]c1ncc(Cl)cn1)c1ccc(O)cc1,18,285.71200000000005,datawarrior.sdf.gz
Nc1ccc(S(=O)(=O)Nc2ccc(O)cn2)cc1,18,265.294,datawarrior.sdf.gz
Nc1ccc(S(=O)(=O)Nc2ncccc2O)cc1,18,265.29400000000004,datawarrior.sdf.gz
Nc1ccc(S(=O)(=O)Nc2cccc[n+]2[O-])cc1,18,265.29400000000004,datawarrior.sdf.gz
C[NH+](C)CCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,26,352.43800000000016,datawarrior.sdf.gz
CCOC(=O)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,26,356.42600000000016,datawarrior.sdf.gz
CN(C)CCC/N=C(\c1ccccc1)c1ccccc1-c1ccccc1,26,342.48600000000005,datawarrior.sdf.gz
C[NH+](C)CCC/N=C(\c1ccccc1)c1ccccc1-c1ccccc1,26,342.48600000000005,datawarrior.sdf.gz
O=C([O-])c1c2cccc1COCCOCc1ncc([nH]1)COCCOC2,26,362.38200000000006,datawarrior.sdf.gz
CN(C)c1ccc(C(O)(c2ccccc2)c2ccc(N(C)C)cc2)cc1,26,346.4740000000001,datawarrior.sdf.gz
CCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,26,348.4900000000002,datawarrior.sdf.gz
CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN1CCOCC1,26,351.4900000000002,datawarrior.sdf.gz
CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1,26,351.49000000000024,datawarrior.sdf.gz
CC#C[C@H](C)Oc1cc(N)c(Cl)cc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2C,26,375.9000000000002,datawarrior.sdf.gz
CCN(CC)CC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,26,371.9120000000002,datawarrior.sdf.gz
CC[NH+](CC)CC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,26,371.9120000000002,datawarrior.sdf.gz
NC(=O)c1c2cccc1COCCOCc1ncc([nH]1)COCCOC2,26,361.398,datawarrior.sdf.gz
CC(C)=CCC1C(=O)C(CC=C(C)C)(CC=C(C)C)C(O)(C(=O)O)C1=O,26,362.4660000000002,datawarrior.sdf.gz
CC(C)=CCC1=C(O)[C@](O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,26,362.4660000000001,datawarrior.sdf.gz
CC(C)=CCC1C(=O)C(CC=C(C)C)(CC=C(C)C)C(O)(C(=O)[O-])C1=O,26,362.4660000000002,datawarrior.sdf.gz
CC[C@]12CCCN3CC[C@@]4(c5cccc(OC)c5N(C(C)=O)[C@H]4CC1)[C@@H]32,26,354.4940000000002,datawarrior.sdf.gz
S=C(/N=N/c1ccc2ccccc2c1)NNc1ccc2ccccc2c1,26,356.45400000000006,datawarrior.sdf.gz
COc1ccc2ccc(OC)c(N3CCOCC3)c2c1N1CCOCC1,26,358.4380000000002,datawarrior.sdf.gz
COc1ccccc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,26,350.4620000000001,datawarrior.sdf.gz
O=C(C[n+]1cccc2c3ccccc3ccc21)c1ccc([N+](=O)[O-])cc1,26,343.362,datawarrior.sdf.gz
